Using device = cuda
Training params:
MAX_GRAD_NORM=1.2, 
      EPSILON = 10, 
      DELTA = 1e-05,
      EPOCHS = 30, 
      LR = 0.0001 
	Train Epoch: 0 	Loss: 23.118787 Acc@1: 0.000000 (ε spent so far = 2.96, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.259319 Acc@1: 19.485427 (ε spent so far = 6.10, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.257546 Acc@1: 18.926536 (ε spent so far = 6.12, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.257848 Acc@1: 18.591271 (ε spent so far = 6.14, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.254736 Acc@1: 18.565993 (ε spent so far = 6.17, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.254495 Acc@1: 18.622246 (ε spent so far = 6.19, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.253156 Acc@1: 18.752726 (ε spent so far = 6.21, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.252389 Acc@1: 18.580018 (ε spent so far = 6.24, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.251992 Acc@1: 18.502773 (ε spent so far = 6.26, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.250092 Acc@1: 18.673118 (ε spent so far = 6.28, δ = 1e-05)
	Train Epoch: 6 	Loss: 2.249636 Acc@1: 18.706633 (ε spent so far = 6.31, δ = 1e-05)
	Test set:Loss: 2.244875 Acc: 19.600000 
	Train Epoch: 7 	Loss: 2.239747 Acc@1: 18.813010 (ε spent so far = 6.33, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.230833 Acc@1: 19.875689 (ε spent so far = 6.35, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.230918 Acc@1: 20.087149 (ε spent so far = 6.37, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.232575 Acc@1: 19.886767 (ε spent so far = 6.40, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.232198 Acc@1: 19.884093 (ε spent so far = 6.42, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.232283 Acc@1: 19.819095 (ε spent so far = 6.44, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.231029 Acc@1: 19.841142 (ε spent so far = 6.46, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.229940 Acc@1: 19.967865 (ε spent so far = 6.48, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.228911 Acc@1: 19.973743 (ε spent so far = 6.51, δ = 1e-05)
	Train Epoch: 7 	Loss: 2.227399 Acc@1: 20.015335 (ε spent so far = 6.53, δ = 1e-05)
	Test set:Loss: 2.219061 Acc: 20.770000 
	Train Epoch: 8 	Loss: 2.207297 Acc@1: 21.142239 (ε spent so far = 6.55, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.209454 Acc@1: 20.915565 (ε spent so far = 6.57, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.209730 Acc@1: 20.826738 (ε spent so far = 6.59, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.210583 Acc@1: 20.873060 (ε spent so far = 6.61, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.211728 Acc@1: 20.771718 (ε spent so far = 6.63, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.211398 Acc@1: 20.842714 (ε spent so far = 6.65, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.211791 Acc@1: 20.726242 (ε spent so far = 6.68, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.210968 Acc@1: 20.761376 (ε spent so far = 6.70, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.209863 Acc@1: 20.813911 (ε spent so far = 6.72, δ = 1e-05)
	Train Epoch: 8 	Loss: 2.208928 Acc@1: 20.969293 (ε spent so far = 6.74, δ = 1e-05)
	Test set:Loss: 2.207531 Acc: 20.690000 
	Train Epoch: 9 	Loss: 2.203365 Acc@1: 21.066769 (ε spent so far = 6.76, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.205133 Acc@1: 21.044436 (ε spent so far = 6.78, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.201876 Acc@1: 21.757573 (ε spent so far = 6.80, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.201991 Acc@1: 21.924079 (ε spent so far = 6.82, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.199682 Acc@1: 21.908910 (ε spent so far = 6.84, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.198282 Acc@1: 22.062318 (ε spent so far = 6.86, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.197518 Acc@1: 22.125361 (ε spent so far = 6.88, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.196642 Acc@1: 22.121219 (ε spent so far = 6.90, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.196491 Acc@1: 22.008491 (ε spent so far = 6.92, δ = 1e-05)
	Train Epoch: 9 	Loss: 2.195770 Acc@1: 22.056706 (ε spent so far = 6.94, δ = 1e-05)
	Test set:Loss: 2.188750 Acc: 22.420000 
	Train Epoch: 10 	Loss: 2.185521 Acc@1: 22.005032 (ε spent so far = 6.96, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.184142 Acc@1: 22.255891 (ε spent so far = 6.98, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.182555 Acc@1: 22.764544 (ε spent so far = 7.00, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.180878 Acc@1: 22.638726 (ε spent so far = 7.01, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.181960 Acc@1: 22.639990 (ε spent so far = 7.03, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.180962 Acc@1: 22.857612 (ε spent so far = 7.05, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.180353 Acc@1: 22.718101 (ε spent so far = 7.07, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.179051 Acc@1: 22.739141 (ε spent so far = 7.09, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.178409 Acc@1: 22.854241 (ε spent so far = 7.11, δ = 1e-05)
	Train Epoch: 10 	Loss: 2.179107 Acc@1: 22.717781 (ε spent so far = 7.13, δ = 1e-05)
	Test set:Loss: 2.172547 Acc: 23.310000 
	Train Epoch: 11 	Loss: 2.173149 Acc@1: 22.987196 (ε spent so far = 7.15, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.173091 Acc@1: 22.846010 (ε spent so far = 7.17, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.171116 Acc@1: 22.779895 (ε spent so far = 7.19, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.171637 Acc@1: 22.836958 (ε spent so far = 7.20, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.170551 Acc@1: 22.901295 (ε spent so far = 7.22, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.169784 Acc@1: 23.123480 (ε spent so far = 7.24, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.169715 Acc@1: 23.025373 (ε spent so far = 7.26, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.169312 Acc@1: 22.908910 (ε spent so far = 7.28, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.168431 Acc@1: 22.847613 (ε spent so far = 7.30, δ = 1e-05)
	Train Epoch: 11 	Loss: 2.167961 Acc@1: 22.933952 (ε spent so far = 7.31, δ = 1e-05)
	Test set:Loss: 2.160227 Acc: 23.370000 
	Train Epoch: 12 	Loss: 2.162845 Acc@1: 23.310820 (ε spent so far = 7.33, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.160361 Acc@1: 23.429964 (ε spent so far = 7.35, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.158483 Acc@1: 23.846693 (ε spent so far = 7.37, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.156107 Acc@1: 24.071358 (ε spent so far = 7.39, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.152113 Acc@1: 24.191838 (ε spent so far = 7.40, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.150225 Acc@1: 24.490658 (ε spent so far = 7.42, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.149185 Acc@1: 24.466099 (ε spent so far = 7.44, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.148389 Acc@1: 24.483952 (ε spent so far = 7.46, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.146682 Acc@1: 24.601527 (ε spent so far = 7.48, δ = 1e-05)
	Train Epoch: 12 	Loss: 2.147474 Acc@1: 24.482271 (ε spent so far = 7.49, δ = 1e-05)
	Test set:Loss: 2.143166 Acc: 24.290000 
	Train Epoch: 13 	Loss: 2.144958 Acc@1: 24.703503 (ε spent so far = 7.51, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.142376 Acc@1: 24.665622 (ε spent so far = 7.53, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.142353 Acc@1: 24.737564 (ε spent so far = 7.55, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.139605 Acc@1: 25.036963 (ε spent so far = 7.56, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.139515 Acc@1: 25.064810 (ε spent so far = 7.58, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.138871 Acc@1: 24.999063 (ε spent so far = 7.60, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.138333 Acc@1: 24.920521 (ε spent so far = 7.61, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.138286 Acc@1: 25.023528 (ε spent so far = 7.63, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.137898 Acc@1: 25.061069 (ε spent so far = 7.65, δ = 1e-05)
	Train Epoch: 13 	Loss: 2.137370 Acc@1: 25.082814 (ε spent so far = 7.67, δ = 1e-05)
	Test set:Loss: 2.131782 Acc: 24.940000 
	Train Epoch: 14 	Loss: 2.118958 Acc@1: 25.836705 (ε spent so far = 7.68, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.128631 Acc@1: 25.173765 (ε spent so far = 7.70, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.130007 Acc@1: 24.994100 (ε spent so far = 7.72, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.127254 Acc@1: 25.066695 (ε spent so far = 7.73, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.124603 Acc@1: 25.147054 (ε spent so far = 7.75, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.124577 Acc@1: 25.213030 (ε spent so far = 7.77, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.124545 Acc@1: 25.351240 (ε spent so far = 7.78, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.123380 Acc@1: 25.466529 (ε spent so far = 7.80, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.121941 Acc@1: 25.550313 (ε spent so far = 7.82, δ = 1e-05)
	Train Epoch: 14 	Loss: 2.121104 Acc@1: 25.688135 (ε spent so far = 7.84, δ = 1e-05)
	Test set:Loss: 2.116147 Acc: 26.180000 
	Train Epoch: 15 	Loss: 2.109368 Acc@1: 27.186399 (ε spent so far = 7.85, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.107786 Acc@1: 27.151711 (ε spent so far = 7.87, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.107927 Acc@1: 26.887192 (ε spent so far = 7.88, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.107688 Acc@1: 26.969001 (ε spent so far = 7.90, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.106901 Acc@1: 27.063665 (ε spent so far = 7.92, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.105740 Acc@1: 27.170855 (ε spent so far = 7.93, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.107369 Acc@1: 27.040653 (ε spent so far = 7.95, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.107698 Acc@1: 26.979712 (ε spent so far = 7.97, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.106559 Acc@1: 27.058327 (ε spent so far = 7.98, δ = 1e-05)
	Train Epoch: 15 	Loss: 2.105651 Acc@1: 27.071180 (ε spent so far = 8.00, δ = 1e-05)
	Test set:Loss: 2.104886 Acc: 26.720000 
	Train Epoch: 16 	Loss: 2.096097 Acc@1: 26.844493 (ε spent so far = 8.02, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.101163 Acc@1: 26.725165 (ε spent so far = 8.03, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.103881 Acc@1: 26.758897 (ε spent so far = 8.05, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.104199 Acc@1: 26.934004 (ε spent so far = 8.06, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.103580 Acc@1: 27.107212 (ε spent so far = 8.08, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.102549 Acc@1: 27.021279 (ε spent so far = 8.10, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.101519 Acc@1: 27.043484 (ε spent so far = 8.11, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.102419 Acc@1: 26.950021 (ε spent so far = 8.13, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.102287 Acc@1: 27.088695 (ε spent so far = 8.14, δ = 1e-05)
	Train Epoch: 16 	Loss: 2.101591 Acc@1: 27.060688 (ε spent so far = 8.16, δ = 1e-05)
	Test set:Loss: 2.093865 Acc: 26.990000 
	Train Epoch: 17 	Loss: 2.095313 Acc@1: 26.611418 (ε spent so far = 8.18, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.090904 Acc@1: 26.905569 (ε spent so far = 8.19, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.092756 Acc@1: 26.727297 (ε spent so far = 8.21, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.094515 Acc@1: 26.554387 (ε spent so far = 8.22, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.094446 Acc@1: 26.634071 (ε spent so far = 8.24, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.093591 Acc@1: 26.752821 (ε spent so far = 8.25, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.091656 Acc@1: 26.854726 (ε spent so far = 8.27, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.090177 Acc@1: 27.109946 (ε spent so far = 8.29, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.090535 Acc@1: 27.119567 (ε spent so far = 8.30, δ = 1e-05)
	Train Epoch: 17 	Loss: 2.090208 Acc@1: 27.086474 (ε spent so far = 8.32, δ = 1e-05)
	Test set:Loss: 2.082319 Acc: 28.280000 
	Train Epoch: 18 	Loss: 2.087513 Acc@1: 27.280200 (ε spent so far = 8.33, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.081521 Acc@1: 27.755461 (ε spent so far = 8.35, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.077936 Acc@1: 27.880804 (ε spent so far = 8.36, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.074703 Acc@1: 27.932898 (ε spent so far = 8.38, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.076870 Acc@1: 27.755809 (ε spent so far = 8.39, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.076269 Acc@1: 27.948817 (ε spent so far = 8.41, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.075310 Acc@1: 28.084639 (ε spent so far = 8.42, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.073931 Acc@1: 28.142892 (ε spent so far = 8.44, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.074011 Acc@1: 28.049908 (ε spent so far = 8.45, δ = 1e-05)
	Train Epoch: 18 	Loss: 2.073531 Acc@1: 28.120230 (ε spent so far = 8.47, δ = 1e-05)
	Test set:Loss: 2.071777 Acc: 28.920000 
	Train Epoch: 19 	Loss: 2.063200 Acc@1: 29.393281 (ε spent so far = 8.48, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.065277 Acc@1: 28.892795 (ε spent so far = 8.50, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.069204 Acc@1: 28.348053 (ε spent so far = 8.52, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.067422 Acc@1: 28.527555 (ε spent so far = 8.53, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.067939 Acc@1: 28.512110 (ε spent so far = 8.55, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.068180 Acc@1: 28.383337 (ε spent so far = 8.56, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.067121 Acc@1: 28.457976 (ε spent so far = 8.58, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.067509 Acc@1: 28.293047 (ε spent so far = 8.59, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.067435 Acc@1: 28.282169 (ε spent so far = 8.60, δ = 1e-05)
	Train Epoch: 19 	Loss: 2.066936 Acc@1: 28.319365 (ε spent so far = 8.62, δ = 1e-05)
	Test set:Loss: 2.058940 Acc: 29.030000 
	Train Epoch: 20 	Loss: 2.066652 Acc@1: 26.666343 (ε spent so far = 8.63, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.065744 Acc@1: 27.491211 (ε spent so far = 8.65, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.062550 Acc@1: 28.408474 (ε spent so far = 8.66, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.061654 Acc@1: 28.166587 (ε spent so far = 8.68, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.058288 Acc@1: 28.197339 (ε spent so far = 8.69, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.058292 Acc@1: 28.220847 (ε spent so far = 8.71, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.058513 Acc@1: 28.199811 (ε spent so far = 8.72, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.058028 Acc@1: 28.231634 (ε spent so far = 8.74, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.057969 Acc@1: 28.261262 (ε spent so far = 8.75, δ = 1e-05)
	Train Epoch: 20 	Loss: 2.056149 Acc@1: 28.496468 (ε spent so far = 8.77, δ = 1e-05)
	Test set:Loss: 2.049729 Acc: 29.260000 
	Train Epoch: 21 	Loss: 2.052754 Acc@1: 27.968260 (ε spent so far = 8.78, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.046763 Acc@1: 28.237711 (ε spent so far = 8.80, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.043981 Acc@1: 28.635430 (ε spent so far = 8.81, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.040941 Acc@1: 29.089614 (ε spent so far = 8.83, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.041893 Acc@1: 29.153602 (ε spent so far = 8.84, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.043643 Acc@1: 29.124799 (ε spent so far = 8.85, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.042667 Acc@1: 29.279060 (ε spent so far = 8.87, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.041741 Acc@1: 29.368143 (ε spent so far = 8.88, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.041225 Acc@1: 29.410025 (ε spent so far = 8.90, δ = 1e-05)
	Train Epoch: 21 	Loss: 2.041321 Acc@1: 29.449979 (ε spent so far = 8.91, δ = 1e-05)
	Test set:Loss: 2.034353 Acc: 30.120000 
	Train Epoch: 22 	Loss: 2.042141 Acc@1: 29.137020 (ε spent so far = 8.93, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.040973 Acc@1: 28.936612 (ε spent so far = 8.94, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.040380 Acc@1: 28.898018 (ε spent so far = 8.96, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.039537 Acc@1: 29.161948 (ε spent so far = 8.97, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.035971 Acc@1: 29.339356 (ε spent so far = 8.98, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.037908 Acc@1: 29.032033 (ε spent so far = 9.00, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.035547 Acc@1: 29.288344 (ε spent so far = 9.01, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.034428 Acc@1: 29.475798 (ε spent so far = 9.03, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.033354 Acc@1: 29.487026 (ε spent so far = 9.04, δ = 1e-05)
	Train Epoch: 22 	Loss: 2.032573 Acc@1: 29.474529 (ε spent so far = 9.05, δ = 1e-05)
	Test set:Loss: 2.024243 Acc: 30.300000 
	Train Epoch: 23 	Loss: 2.026364 Acc@1: 30.711771 (ε spent so far = 9.07, δ = 1e-05)
