Using device = cuda
Training params:
MAX_GRAD_NORM=1.2, 
      EPSILON = 10, 
      DELTA = 1e-05,
      EPOCHS = 30, 
      LR = 0.01 
	Train Epoch: 0 	Loss: 3.386290 Acc@1: 11.427879 (ε spent so far = 2.96, δ = 1e-05)
	Train Epoch: 2 	Loss: 1.971792 Acc@1: 28.028225 (ε spent so far = 5.16, δ = 1e-05)
	Train Epoch: 2 	Loss: 1.966976 Acc@1: 28.308007 (ε spent so far = 5.20, δ = 1e-05)
	Train Epoch: 2 	Loss: 1.962341 Acc@1: 28.533299 (ε spent so far = 5.23, δ = 1e-05)
	Test set:Loss: 1.880548 Acc: 33.180000 
	Train Epoch: 3 	Loss: 1.907298 Acc@1: 30.780860 (ε spent so far = 5.26, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.908801 Acc@1: 31.206802 (ε spent so far = 5.30, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.904079 Acc@1: 31.422932 (ε spent so far = 5.33, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.900446 Acc@1: 31.606247 (ε spent so far = 5.36, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.902612 Acc@1: 31.473368 (ε spent so far = 5.39, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.901986 Acc@1: 31.553240 (ε spent so far = 5.42, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.900749 Acc@1: 31.482099 (ε spent so far = 5.45, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.902547 Acc@1: 31.353638 (ε spent so far = 5.48, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.905919 Acc@1: 31.316921 (ε spent so far = 5.51, δ = 1e-05)
	Train Epoch: 3 	Loss: 1.907998 Acc@1: 31.118898 (ε spent so far = 5.54, δ = 1e-05)
	Test set:Loss: 1.900868 Acc: 31.770000 
	Train Epoch: 4 	Loss: 1.928926 Acc@1: 29.256635 (ε spent so far = 5.57, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.932726 Acc@1: 29.150304 (ε spent so far = 5.60, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.937601 Acc@1: 29.067509 (ε spent so far = 5.63, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.927962 Acc@1: 29.732485 (ε spent so far = 5.66, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.927989 Acc@1: 29.857654 (ε spent so far = 5.68, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.923338 Acc@1: 30.193845 (ε spent so far = 5.71, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.922726 Acc@1: 30.205182 (ε spent so far = 5.74, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.924913 Acc@1: 30.141976 (ε spent so far = 5.77, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.925429 Acc@1: 30.047506 (ε spent so far = 5.79, δ = 1e-05)
	Train Epoch: 4 	Loss: 1.923085 Acc@1: 30.314937 (ε spent so far = 5.82, δ = 1e-05)
	Test set:Loss: 1.883550 Acc: 33.190000 
	Train Epoch: 5 	Loss: 1.922398 Acc@1: 31.075491 (ε spent so far = 5.84, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.928306 Acc@1: 31.586388 (ε spent so far = 5.87, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.924505 Acc@1: 31.636302 (ε spent so far = 5.90, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.919060 Acc@1: 31.645701 (ε spent so far = 5.92, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.917503 Acc@1: 31.411592 (ε spent so far = 5.95, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.919422 Acc@1: 31.240401 (ε spent so far = 5.97, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.918353 Acc@1: 31.263865 (ε spent so far = 6.00, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.917716 Acc@1: 31.397454 (ε spent so far = 6.02, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.917532 Acc@1: 31.499703 (ε spent so far = 6.05, δ = 1e-05)
	Train Epoch: 5 	Loss: 1.916586 Acc@1: 31.417798 (ε spent so far = 6.07, δ = 1e-05)
	Test set:Loss: 1.862124 Acc: 32.630000 
	Train Epoch: 6 	Loss: 1.889119 Acc@1: 33.238440 (ε spent so far = 6.10, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.883525 Acc@1: 33.044263 (ε spent so far = 6.12, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.889384 Acc@1: 32.665447 (ε spent so far = 6.14, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.888305 Acc@1: 32.510898 (ε spent so far = 6.17, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.887104 Acc@1: 32.463589 (ε spent so far = 6.19, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.886624 Acc@1: 32.335118 (ε spent so far = 6.21, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.887316 Acc@1: 32.289291 (ε spent so far = 6.24, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.884756 Acc@1: 32.407816 (ε spent so far = 6.26, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.884222 Acc@1: 32.301967 (ε spent so far = 6.28, δ = 1e-05)
	Train Epoch: 6 	Loss: 1.886029 Acc@1: 32.271242 (ε spent so far = 6.31, δ = 1e-05)
	Test set:Loss: 1.872288 Acc: 33.020000 
	Train Epoch: 7 	Loss: 1.900044 Acc@1: 31.990666 (ε spent so far = 6.33, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.902566 Acc@1: 31.799077 (ε spent so far = 6.35, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.899253 Acc@1: 31.449214 (ε spent so far = 6.37, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.899654 Acc@1: 31.309447 (ε spent so far = 6.40, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.898689 Acc@1: 31.366226 (ε spent so far = 6.42, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.893424 Acc@1: 31.547657 (ε spent so far = 6.44, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.889108 Acc@1: 31.811873 (ε spent so far = 6.46, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.889783 Acc@1: 31.924054 (ε spent so far = 6.48, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.891186 Acc@1: 31.921343 (ε spent so far = 6.51, δ = 1e-05)
	Train Epoch: 7 	Loss: 1.889260 Acc@1: 31.975981 (ε spent so far = 6.53, δ = 1e-05)
	Test set:Loss: 1.838659 Acc: 33.890000 
	Train Epoch: 8 	Loss: 1.858933 Acc@1: 33.505596 (ε spent so far = 6.55, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.862699 Acc@1: 32.688716 (ε spent so far = 6.57, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.880398 Acc@1: 31.641536 (ε spent so far = 6.59, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.882978 Acc@1: 31.799348 (ε spent so far = 6.61, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.885409 Acc@1: 31.828770 (ε spent so far = 6.63, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.883349 Acc@1: 31.929513 (ε spent so far = 6.65, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.881429 Acc@1: 32.107783 (ε spent so far = 6.68, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.882601 Acc@1: 32.094094 (ε spent so far = 6.70, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.880890 Acc@1: 32.256514 (ε spent so far = 6.72, δ = 1e-05)
	Train Epoch: 8 	Loss: 1.877367 Acc@1: 32.356299 (ε spent so far = 6.74, δ = 1e-05)
	Test set:Loss: 1.897738 Acc: 32.290000 
	Train Epoch: 9 	Loss: 1.900768 Acc@1: 32.405589 (ε spent so far = 6.76, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.888118 Acc@1: 32.579184 (ε spent so far = 6.78, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.885309 Acc@1: 32.540418 (ε spent so far = 6.80, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.884203 Acc@1: 32.504226 (ε spent so far = 6.82, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.886425 Acc@1: 32.486653 (ε spent so far = 6.84, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.882520 Acc@1: 32.624598 (ε spent so far = 6.86, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.877280 Acc@1: 32.753513 (ε spent so far = 6.88, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.876013 Acc@1: 32.873343 (ε spent so far = 6.90, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.875653 Acc@1: 32.931011 (ε spent so far = 6.92, δ = 1e-05)
	Train Epoch: 9 	Loss: 1.874694 Acc@1: 32.888924 (ε spent so far = 6.94, δ = 1e-05)
	Test set:Loss: 1.818982 Acc: 35.030000 
	Train Epoch: 10 	Loss: 1.875812 Acc@1: 32.425973 (ε spent so far = 6.96, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.876909 Acc@1: 32.253250 (ε spent so far = 6.98, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.871759 Acc@1: 32.459554 (ε spent so far = 7.00, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.867869 Acc@1: 32.510011 (ε spent so far = 7.01, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.871576 Acc@1: 32.561426 (ε spent so far = 7.03, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.865913 Acc@1: 32.935270 (ε spent so far = 7.05, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.867269 Acc@1: 33.030545 (ε spent so far = 7.07, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.871603 Acc@1: 32.871694 (ε spent so far = 7.09, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.872915 Acc@1: 32.657116 (ε spent so far = 7.11, δ = 1e-05)
	Train Epoch: 10 	Loss: 1.876719 Acc@1: 32.556769 (ε spent so far = 7.13, δ = 1e-05)
	Test set:Loss: 1.856166 Acc: 34.330000 
	Train Epoch: 11 	Loss: 1.844806 Acc@1: 34.147338 (ε spent so far = 7.15, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.865692 Acc@1: 33.528472 (ε spent so far = 7.17, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.873723 Acc@1: 33.219431 (ε spent so far = 7.19, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.861160 Acc@1: 33.547675 (ε spent so far = 7.20, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.862011 Acc@1: 33.459334 (ε spent so far = 7.22, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.863161 Acc@1: 33.515126 (ε spent so far = 7.24, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.862719 Acc@1: 33.564826 (ε spent so far = 7.26, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.861479 Acc@1: 33.658183 (ε spent so far = 7.28, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.860563 Acc@1: 33.765914 (ε spent so far = 7.30, δ = 1e-05)
	Train Epoch: 11 	Loss: 1.862655 Acc@1: 33.735894 (ε spent so far = 7.31, δ = 1e-05)
	Test set:Loss: 1.878107 Acc: 32.830000 
	Train Epoch: 12 	Loss: 1.873001 Acc@1: 33.666565 (ε spent so far = 7.33, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.869672 Acc@1: 33.855424 (ε spent so far = 7.35, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.866240 Acc@1: 33.627140 (ε spent so far = 7.37, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.861947 Acc@1: 33.768161 (ε spent so far = 7.39, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.860360 Acc@1: 33.878059 (ε spent so far = 7.40, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.857024 Acc@1: 34.127756 (ε spent so far = 7.42, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.856303 Acc@1: 34.197343 (ε spent so far = 7.44, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.858212 Acc@1: 34.167261 (ε spent so far = 7.46, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.860883 Acc@1: 34.061466 (ε spent so far = 7.48, δ = 1e-05)
	Train Epoch: 12 	Loss: 1.858383 Acc@1: 34.043184 (ε spent so far = 7.49, δ = 1e-05)
	Test set:Loss: 1.941824 Acc: 32.530000 
	Train Epoch: 13 	Loss: 1.838891 Acc@1: 34.617866 (ε spent so far = 7.51, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.852329 Acc@1: 33.926022 (ε spent so far = 7.53, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.854899 Acc@1: 34.227318 (ε spent so far = 7.55, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.867534 Acc@1: 33.892887 (ε spent so far = 7.56, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.865011 Acc@1: 33.775352 (ε spent so far = 7.58, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.864271 Acc@1: 33.884394 (ε spent so far = 7.60, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.865031 Acc@1: 33.966521 (ε spent so far = 7.61, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.860495 Acc@1: 33.987458 (ε spent so far = 7.63, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.856641 Acc@1: 34.055819 (ε spent so far = 7.65, δ = 1e-05)
	Train Epoch: 13 	Loss: 1.855423 Acc@1: 34.185813 (ε spent so far = 7.67, δ = 1e-05)
	Test set:Loss: 1.867412 Acc: 34.340000 
	Train Epoch: 14 	Loss: 1.832786 Acc@1: 35.011269 (ε spent so far = 7.68, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.836407 Acc@1: 34.787260 (ε spent so far = 7.70, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.826430 Acc@1: 35.326647 (ε spent so far = 7.72, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.825038 Acc@1: 35.459985 (ε spent so far = 7.73, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.821666 Acc@1: 35.548110 (ε spent so far = 7.75, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.824513 Acc@1: 35.360538 (ε spent so far = 7.77, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.828266 Acc@1: 35.349544 (ε spent so far = 7.78, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.833304 Acc@1: 35.228884 (ε spent so far = 7.80, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.834222 Acc@1: 35.166825 (ε spent so far = 7.82, δ = 1e-05)
	Train Epoch: 14 	Loss: 1.836004 Acc@1: 35.095952 (ε spent so far = 7.84, δ = 1e-05)
	Test set:Loss: 1.854365 Acc: 33.810000 
	Train Epoch: 15 	Loss: 1.835867 Acc@1: 34.688265 (ε spent so far = 7.85, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.845999 Acc@1: 34.548000 (ε spent so far = 7.87, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.838629 Acc@1: 34.644658 (ε spent so far = 7.88, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.837998 Acc@1: 34.785193 (ε spent so far = 7.90, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.838224 Acc@1: 34.773545 (ε spent so far = 7.92, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.842884 Acc@1: 34.592215 (ε spent so far = 7.93, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.846829 Acc@1: 34.550190 (ε spent so far = 7.95, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.849098 Acc@1: 34.498376 (ε spent so far = 7.97, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.848372 Acc@1: 34.520213 (ε spent so far = 7.98, δ = 1e-05)
	Train Epoch: 15 	Loss: 1.847697 Acc@1: 34.546854 (ε spent so far = 8.00, δ = 1e-05)
	Test set:Loss: 1.868872 Acc: 33.820000 
	Train Epoch: 16 	Loss: 1.840586 Acc@1: 34.429208 (ε spent so far = 8.02, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.852253 Acc@1: 33.967150 (ε spent so far = 8.03, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.850496 Acc@1: 34.342120 (ε spent so far = 8.05, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.856350 Acc@1: 34.092745 (ε spent so far = 8.06, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.854316 Acc@1: 34.165944 (ε spent so far = 8.08, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.852306 Acc@1: 34.415609 (ε spent so far = 8.10, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.854658 Acc@1: 34.367782 (ε spent so far = 8.11, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.849886 Acc@1: 34.563631 (ε spent so far = 8.13, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.848294 Acc@1: 34.650952 (ε spent so far = 8.14, δ = 1e-05)
	Train Epoch: 16 	Loss: 1.846683 Acc@1: 34.721421 (ε spent so far = 8.16, δ = 1e-05)
	Test set:Loss: 1.812201 Acc: 35.520000 
	Train Epoch: 17 	Loss: 1.825922 Acc@1: 35.688046 (ε spent so far = 8.18, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.825954 Acc@1: 35.326806 (ε spent so far = 8.19, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.826858 Acc@1: 35.114319 (ε spent so far = 8.21, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.824014 Acc@1: 35.534330 (ε spent so far = 8.22, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.825012 Acc@1: 35.404112 (ε spent so far = 8.24, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.826318 Acc@1: 35.430757 (ε spent so far = 8.25, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.827015 Acc@1: 35.352022 (ε spent so far = 8.27, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.823656 Acc@1: 35.387148 (ε spent so far = 8.29, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.822614 Acc@1: 35.376490 (ε spent so far = 8.30, δ = 1e-05)
	Train Epoch: 17 	Loss: 1.821266 Acc@1: 35.490993 (ε spent so far = 8.32, δ = 1e-05)
	Test set:Loss: 1.833374 Acc: 34.870000 
	Train Epoch: 18 	Loss: 1.799535 Acc@1: 36.943556 (ε spent so far = 8.33, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.816206 Acc@1: 36.235123 (ε spent so far = 8.35, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.819354 Acc@1: 35.952548 (ε spent so far = 8.36, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.818059 Acc@1: 35.920626 (ε spent so far = 8.38, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.827117 Acc@1: 35.720879 (ε spent so far = 8.39, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.816689 Acc@1: 36.123459 (ε spent so far = 8.41, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.818625 Acc@1: 36.056486 (ε spent so far = 8.42, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.819707 Acc@1: 36.152581 (ε spent so far = 8.44, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.823426 Acc@1: 35.989052 (ε spent so far = 8.45, δ = 1e-05)
	Train Epoch: 18 	Loss: 1.822959 Acc@1: 36.022387 (ε spent so far = 8.47, δ = 1e-05)
	Test set:Loss: 1.809132 Acc: 35.770000 
	Train Epoch: 19 	Loss: 1.813097 Acc@1: 35.260466 (ε spent so far = 8.48, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.821619 Acc@1: 35.452271 (ε spent so far = 8.50, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.824099 Acc@1: 35.672742 (ε spent so far = 8.52, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.821012 Acc@1: 36.105309 (ε spent so far = 8.53, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.825920 Acc@1: 35.901504 (ε spent so far = 8.55, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.825423 Acc@1: 35.950517 (ε spent so far = 8.56, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.827742 Acc@1: 35.835084 (ε spent so far = 8.58, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.825224 Acc@1: 35.980409 (ε spent so far = 8.59, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.830101 Acc@1: 35.894814 (ε spent so far = 8.60, δ = 1e-05)
	Train Epoch: 19 	Loss: 1.831837 Acc@1: 35.827662 (ε spent so far = 8.62, δ = 1e-05)
	Test set:Loss: 1.915658 Acc: 33.500000 
	Train Epoch: 20 	Loss: 1.846704 Acc@1: 35.922955 (ε spent so far = 8.63, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.866339 Acc@1: 35.123033 (ε spent so far = 8.65, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.854351 Acc@1: 35.082374 (ε spent so far = 8.66, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.853360 Acc@1: 34.949696 (ε spent so far = 8.68, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.849502 Acc@1: 34.773181 (ε spent so far = 8.69, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.843289 Acc@1: 34.903532 (ε spent so far = 8.71, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.843038 Acc@1: 34.906405 (ε spent so far = 8.72, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.842845 Acc@1: 35.124885 (ε spent so far = 8.74, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.843849 Acc@1: 35.181031 (ε spent so far = 8.75, δ = 1e-05)
	Train Epoch: 20 	Loss: 1.839961 Acc@1: 35.279293 (ε spent so far = 8.77, δ = 1e-05)
	Test set:Loss: 1.828959 Acc: 36.000000 
	Train Epoch: 21 	Loss: 1.847135 Acc@1: 36.189353 (ε spent so far = 8.78, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.839373 Acc@1: 36.015560 (ε spent so far = 8.80, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.834005 Acc@1: 36.092593 (ε spent so far = 8.81, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.835843 Acc@1: 35.743184 (ε spent so far = 8.83, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.830851 Acc@1: 35.963297 (ε spent so far = 8.84, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.833392 Acc@1: 35.766059 (ε spent so far = 8.85, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.832733 Acc@1: 35.836095 (ε spent so far = 8.87, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.832930 Acc@1: 35.813434 (ε spent so far = 8.88, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.833692 Acc@1: 35.807223 (ε spent so far = 8.90, δ = 1e-05)
	Train Epoch: 21 	Loss: 1.832323 Acc@1: 35.921409 (ε spent so far = 8.91, δ = 1e-05)
	Test set:Loss: 1.828800 Acc: 35.340000 
	Train Epoch: 22 	Loss: 1.820509 Acc@1: 35.821969 (ε spent so far = 8.93, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.825121 Acc@1: 35.409065 (ε spent so far = 8.94, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.830933 Acc@1: 35.570104 (ε spent so far = 8.96, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.834826 Acc@1: 35.437220 (ε spent so far = 8.97, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.830602 Acc@1: 35.736274 (ε spent so far = 8.98, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.831747 Acc@1: 35.672304 (ε spent so far = 9.00, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.832736 Acc@1: 35.628441 (ε spent so far = 9.01, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.828214 Acc@1: 35.867234 (ε spent so far = 9.03, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.828263 Acc@1: 35.798702 (ε spent so far = 9.04, δ = 1e-05)
	Train Epoch: 22 	Loss: 1.827974 Acc@1: 35.837333 (ε spent so far = 9.05, δ = 1e-05)
	Test set:Loss: 1.814893 Acc: 36.530000 
	Train Epoch: 23 	Loss: 1.788620 Acc@1: 37.809066 (ε spent so far = 9.07, δ = 1e-05)
